bookid,title,author,genres,rating,numofratings,bbescores,pages,price
30999,Empire of Ivory,Naomi Novik,Fantasy,3.96,23634,94,404,2.0
31002,Looking Good Dead,Peter James,Crime,4.11,10853,94,336,6.0
31005,Solomon's Tale,Sheila Jeffries,Cats,4.06,553,94,227,1.0
31006,His Hometown Girl,Karen Rock,Romance,4.27,110,94,386,5.0
31007,There Are Cats in This Book,Viviane Schwarz,Picture Books,4.22,2365,94,32,28.0
31012,The Nature of Jade,Deb Caletti,Young Adult,3.84,11445,94,304,2.0
31016,The Aesthetics and Psychology of the Cinema,Jean Mitry,Film,3.82,44,94,424,32.0
31017,Necromancing the Stone,Lish McBride,Young Adult,4.1,5220,94,344,5.0
31020,Why Men Marry Bitches: A Woman's Guide to Winning Her Man's Heart,Sherry Argov,Self Help,3.87,8160,94,246,6.0
31021,Assassin?,Joe Craig,Young Adult,3.84,1891,94,218,2.0
31026,High Tide in Hawaii,Mary Pope,Fantasy,3.99,7126,94,96,2.0
31030,The Storyteller,Mario Vargas,Fiction,3.73,4007,94,245,4.0
31031,Winterkill,CJ Box,Mystery,4.19,12804,94,352,8.0
31032,The Lady in the Van,Alan Bennett,Nonfiction,3.72,8764,94,96,1.0
31037,Confessions of a D-List Supervillain,Jim Bernheimer,Science Fiction,4.15,4276,94,166,3.0
31040,Obsidian Mirror,Catherine Fisher,Fantasy,3.66,2108,94,378,3.0
31044,Conan the Unconquered,Robert Jordan,Fantasy,3.78,909,94,286,6.0
31045,The Cuckoo's Egg: Tracking a Spy Through the Maze of Computer Espionage,Clifford Stoll,Nonfiction,4.24,10069,94,399,9.0
31059,The Travel Auction,Mark Green,Romance,3.8,566,94,342,12.0
31060,Dead Time,Anne Cassidy,Mystery,3.58,1286,94,344,7.0
31061,The Branches of Time,Luca Rossi,Fantasy,3.69,609,94,148,2.0
31064,The Haunted Looking Glass,Edward Gorey,Horror,4.05,1116,94,254,7.0
31065,The Stream of Life,Clarice Lispector,Fiction,4.21,3876,94,79,39.0
31066,Insatiable: Porn - A Love Story,Asa Akira,Nonfiction,3.36,2118,94,256,9.0
31069,Dark Inheritance,W Michael,Fiction,3.85,409,94,519,3.0
31075,Midnight Alias,Elle Kennedy,Romance,4.01,2585,94,345,3.0
31076,Ancient Evenings,Norman Mailer,Fiction,3.42,1709,94,709,1.0
31077,Hunter's Heart,JD Tyler,Paranormal,4.05,2299,94,327,3.0
31080,Yesterday's Tomorrow,Catherine West,Christian Fiction,4.53,201,94,288,14.0
31081,Selected Poems,Walt Whitman,Poetry,4.11,2236,94,128,1.0
31082,Dragons of the Hourglass Mage,Margaret Weis,Fantasy,4.21,3860,94,336,39.0
31085,The Lost Prince,Matt Myklusch,Fantasy,4.21,197,94,400,5.0
31086,The Choosing,Jeremy Laszlo,Fantasy,3.49,777,94,240,16.0
31087,The Cult of the Presidency: America's Dangerous Devotion to Executive Power,Gene Healy,Politics,4.19,140,94,367,4.0
31088,Two People,AA Milne,Classics,3.71,228,94,277,11.0
31089,The Awful German Language / Die schreckliche deutsche Sprache,Mark Twain,Nonfiction,4.1,1308,94,81,3.0
31090,Raging Star,Moira Young,Young Adult,3.79,8106,94,432,5.0
31092,Tempted,Megan Hart,Erotica,3.67,8519,94,400,3.0
31099,On Midnight Wings,Adrian Phoenix,Urban Fantasy,4.04,668,94,386,3.0
31100,Thea Stilton and the Chocolate Sabotage,Thea Stilton,Mystery,4.38,1518,94,176,8.0
31101,Z. Raptor,Steve Cole,Adventure,4.09,259,94,240,5.0
31103,Shadow Rising,Yasmine Galenorn,Urban Fantasy,4.2,2656,94,292,4.0
31104,We Real Cool: Black Men and Masculinity,Bell Hooks,Feminism,4.25,931,94,184,22.0
31107,Black Heart,Christina Henry,Urban Fantasy,4.14,2007,94,288,2.0
31109,Something Strange and Deadly,Susan Dennard,Young Adult,3.74,13336,94,388,6.0
31112,The First Last Kiss,Ali Harris,Romance,4.0,3467,94,496,2.0
31114,Today I Will Fly!,Mo Willems,Picture Books,4.33,14301,94,57,9.0
31116,Kiss of Darkness,Jennifer St,Paranormal Romance,3.9,193,94,377,5.0
31117,Hudson River Bracketed,Edith Wharton,Fiction,3.8,192,94,536,4.0
31118,Sidney & Norman: A Tale of Two Pigs,Phil Vischer,Picture Books,4.52,217,94,48,5.0
31119,3000 Degrees: The True Story of a Deadly Fire and the Men Who Fought It,Sean Flynn,Nonfiction,4.34,446,94,245,5.0
31124,A Lancaster County Christmas,Suzanne Woods,Christmas,4.18,2734,94,198,1.0
31126,Spiritual Leadership: Moving People on to God's Agenda,Henry T,Leadership,4.12,1465,94,305,2.0
31128,The Hawk and the Dove,Virginia Henley,Historical Romance,3.99,2069,94,365,3.0
31129,The Lives She Left Behind,James Long,Fiction,4.04,425,94,472,11.0
31130,Lost on a Mountain in Maine,Donn Fendler,Nonfiction,3.87,1637,94,112,6.0
31132,Dead is a Battlefield,Marlene Perez,Young Adult,4.12,1939,94,227,3.0
31133,The Wicked Enchantment,Margot Benary-Isbert,Fantasy,3.99,78,94,160,16.0
31135,The Dream Kingdom,Cynthia Harrod-Eagles,Historical Fiction,4.34,271,94,640,3.0
31137,Little Nemo: 1905-1914,Winsor McCay,Comics,4.34,2668,94,432,51.0
31140,Lamentation,CJ Sansom,Historical Fiction,4.41,12958,94,642,1.0
31146,The Book of (Even More) Awesome,Neil Pasricha,Nonfiction,3.98,2022,94,384,4.0
31148,Green River Rising,Tim Willocks,Fiction,3.93,1074,94,400,5.0
31151,"Mockeries and Metamorphoses of an Aztec God: Tezcatlipoca, Lord of the Smoking Mirror'",Guilhem Olivier,,4.38,16,94,403,173.0
31152,Killing Jesus: A History,Bill O'Reilly,History,3.94,30969,94,293,1.0
31153,"Avatar: The Last Airbender: The Rift, Part 3",Gene Luen,Graphic Novels,4.31,3882,94,76,10.0
31155,Harlem Duet,Djanet Sears,Plays,3.62,305,94,117,15.0
31156,Impostor,Susanne Winnacker,Young Adult,3.88,3450,94,274,3.0
31158,For the Love of Physics: From the End of the Rainbow to the Edge of Time - A Journey Through the Wonders of Physics,Walter Lewin,Science,4.24,2992,94,301,15.0
31159,Soft Target,Stephen Leather,Thriller,4.19,2596,94,520,0.0
31160,Ignite,Lily Paradis,New Adult,3.61,676,94,326,7.0
31161,Minimalism: Live a Meaningful Life,Joshua Fields,Nonfiction,3.7,7561,94,119,8.0
31163,Fireborn,Keri Arthur,Urban Fantasy,3.82,3091,94,370,11.0
31165,"Deadman Wonderland, Vol. 6",Jinsei Kataoka,Manga,4.23,2034,94,212,6.0
31166,"E.E. Cummings: Complete Poems 1904-1962 (Revised, Corrected, and Expanded Edition)",EE Cummings,Poetry,4.35,20268,94,1136,8.0
31170,Sophie: Dog Overboard,Emma Pearse,Animals,3.57,792,94,321,3.0
31172,Vanishing Point,Patricia Wentworth,Mystery,3.91,605,94,247,6.0
31175,The Singing Sword,Jack Whyte,Historical Fiction,4.27,6373,94,384,3.0
31178,Reborn! Vol. 03: Faintly Arrives!,Akira Amano,Manga,4.13,987,94,208,18.0
31185,Jay's Journal,Beatrice Sparks,Young Adult,3.28,5745,94,192,3.0
31187,The Mackenzie Family: Mackenzie's Pleasure / Mackenzie's Magic,Linda Howard,Romance,4.37,2181,94,384,3.0
31189,Breed,Chase Novak,Horror,3.16,3985,94,310,3.0
31191,Bubbles In Trouble,Sarah Strohmeyer,Mystery,3.77,2198,94,336,3.0
31192,The One You Cannot Have,Preeti Shenoy,Romance,3.7,3803,94,275,4.0
31194,Fun & Games,Duane Swierczynski,Crime,3.9,2445,94,286,5.0
31196,The Healing Spell,Kimberley Griffiths,Middle Grade,4.14,1047,94,368,3.0
31197,Out of the Night: The Memoir of Richard Julius Herman Krebs alias Jan Valtin,Jan Valtin,History,4.51,218,94,720,95.0
31203,Thanos: Epiphany,Jim Starlin,Comics,3.43,119,94,144,75.0
31211,City Lights,Julie Morgan,Contemporary Romance,4.72,29,94,348,15.0
31212,The Dig,Cynan Jones,Fiction,3.96,1092,94,159,9.0
31213,The Runes of War,Jane Welch,Fantasy,3.68,119,94,464,3.0
31214,Jinx on the Divide,Elizabeth Kay,Fantasy,3.87,1347,94,368,8.0
31217,"Vassalord, Volume 1",Nanae Chrono,Manga,3.91,1032,94,192,3.0
31220,Nine Hills to Nambonkaha: Two Years in the Heart of an African Village,Sarah Erdman,Africa,3.86,1741,94,322,3.0
31223,When God is a Traveller,Arundhathi Subramaniam,Poetry,3.81,84,94,104,4.0
31224,Blind,Rachel DeWoskin,Young Adult,3.51,1990,94,394,3.0
31226,White Bird in a Blizzard,Laura Kasischke,Mystery,3.57,1390,94,240,9.0
31227,Prep School Confidential,Kara Taylor,Mystery,3.96,3670,94,310,4.0
31232,The Tomb of Hercules,Andy McDermott,Adventure,3.89,6786,94,506,2.0
31234,Children of the Arbat,Anatoli Rybakov,Russia,4.19,3847,94,737,0.0
31236,Yu-Gi-Oh! Vol. 2: The Cards With Teeth,Kazuki Takahashi,Manga,4.13,1435,94,200,3.0
31239,When Women Were Birds: Fifty-Four Variations on Voice,Terry Tempest,Memoir,4.17,5802,94,228,6.0
31242,Dance of Dreams,Nora Roberts,Romance,3.92,2296,94,250,1.0
31244,The Brokenhearted,Amelia Kahaney,Young Adult,3.46,1618,94,336,1.0
31245,Pride and Prejudice: The Wild and Wanton Edition,Annabella Bloom,Romance,3.12,468,94,480,6.0
31248,The Teahouse Fire,Ellis Avery,Historical Fiction,3.5,3314,94,391,3.0
31249,Rabble in Arms,Kenneth Roberts,Historical Fiction,4.32,983,94,586,4.0
31250,Spin,Catherine McKenzie,Chick Lit,3.76,4732,94,448,4.0
31252,Eveline,James Joyce,Short Stories,3.59,1424,94,31,12.0
31254,When Did You See Her Last?,Lemony Snicket,Mystery,4.08,8836,94,279,3.0
31258,Home At Last Chance,Hope Ramsay,Romance,3.92,687,94,352,3.0
31260,Sleeping and Waking,Michael O'Brien,Poetry,3.85,48,94,80,16.0
31261,Bogeyman - He Was Every Parent's Nightmare,Steve Jackson,True Crime,3.92,760,94,248,5.0
31263,As You Wish: Inconceivable Tales from the Making of The Princess Bride,Cary Elwes,Nonfiction,4.12,52825,94,7,5.0
31264,Deadly Game,Matt Johnson,Thriller,4.36,198,94,492,5.0
31265,The Darkening,Maggie L,Young Adult,3.82,116,94,288,5.0
31267,The Splendor of Silence,Indu Sundaresan,Historical Fiction,3.74,1483,94,403,3.0
31268,"The Daughter We Didn't Know We Had: The Tears, Fears, and Joys of a Mother of a Transgender Child",Marilyn Phillips,LGBT,3.75,8,94,144,11.0
31272,Biocosm: The New Scientific Theory of Evolution: Intelligent Life Is the Architect of the Universe,James N,Science,3.83,42,94,344,46.0
31275,Underdog,Markus Zusak,Young Adult,3.37,3813,94,153,4.0
31276,"My Son Marshall, My Son Eminem",Debbie Nelson,Nonfiction,3.67,263,94,259,3.0
31277,The Twistrose Key,Tone Almhjell,Fantasy,3.8,2130,94,366,3.0
31278,Accelerando,Charles Stross,Science Fiction,3.89,18928,94,415,7.0
31279,After the Parade,Lori Ostlund,Fiction,3.91,1649,94,340,3.0
31286,The Liminal People,Ayize Jama-Everett,Fantasy,3.85,560,94,190,1.0
31287,Light Years,James Salter,Fiction,4.03,5268,94,308,6.0
31289,The Never List,Koethi Zan,Thriller,3.61,12300,94,303,5.0
31290,Street of the Five Moons,Elizabeth Peters,Mystery,3.95,4277,94,376,5.0
31291,One Evening in Paris,Nicolas Barreau,Romance,3.53,2228,94,288,3.0
31292,Little Boys Come from the Stars,Emmanuel Dongala,Africa,3.87,180,94,256,6.0
31296,Green Mars,Kim Stanley,Science Fiction,3.94,32445,94,624,9.0
31298,On the Use and Abuse of History for Life,Friedrich Nietzsche,Philosophy,3.95,1775,94,78,5.0
31300,This Can't Be Happening at Macdonald Hall!,Gordon Korman,Fiction,4.12,2404,94,128,7.0
31302,The Secrets She Keeps,Deb Caletti,Chick Lit,3.28,660,94,352,2.0
31304,A Blight of Mages,Karen Miller,Fantasy,3.86,2770,94,640,5.0
31306,Three Men on the Bummel,Jerome K,Classics,3.8,5183,94,208,1.0
31310,Six Characters in Search of an Author and Other Plays,Luigi Pirandello,Plays,3.94,2992,94,224,1.0
31312,Plastic Polly,Jenny Lundquist,Middle Grade,3.96,171,94,240,1.0
31313,Shiloh Season,Phyllis Reynolds,Animals,4.03,4608,94,128,6.0
31318,Tower Lord,Anthony Ryan,Fantasy,4.17,40465,94,602,24.0
31321,Love You More,Lisa Gardner,Mystery,4.17,41109,94,368,5.0
31322,Cloche and Dagger,Jenn McKinlay,Mystery,3.85,3988,94,281,3.0
31323,The Hanged Man,PN Elrod,Fantasy,3.8,1669,94,336,3.0
31324,Odin's Ravens,KL Armstrong,Fantasy,4.15,3557,94,342,3.0
31325,Spell It Correctly,Tish Owen,Spirituality,4.36,14,94,298,80.0
31326,Granny Torrelli Makes Soup,Sharon Creech,Realistic Fiction,3.83,6239,94,160,6.0
31332,Humans of New York,Brandon Stanton,Nonfiction,4.48,16332,94,304,7.0
31333,The Rocks,Peter Nichols,Fiction,3.19,8288,94,432,3.0
31335,Psalm 44,Danilo Kiš,Fiction,3.98,183,94,148,6.0
31337,The Madonnas of Echo Park,Brando Skyhorse,Fiction,3.62,2362,94,199,3.0
31338,"Living the Farm Sanctuary Life: How to Eat Healthier, Live Longer, and Feel Better Every Day by Bringing Home the Happiest Place on Earth",Gene Baur,Nonfiction,4.22,618,94,320,5.0
31341,The Chimera's Curse,Julia Golding,Fantasy,4.29,2276,94,352,3.0
31343,"Where There's a Wolf, There's a Way",Lisi Harrison,Fantasy,3.98,4053,94,256,3.0
31345,Jack & Louisa: Act 1,Andrew Keenan-Bolger,Middle Grade,4.15,458,94,240,5.0
31346,It Was Me All Along,Andie Mitchell,Nonfiction,3.79,12918,94,240,5.0
31349,Wonders of the Universe,Brian Cox,Science,4.31,2252,94,256,3.0
31350,The Collapse of the Third Republic,William L,History,4.22,740,94,1082,16.0
31352,This Book Loves You,PewDiePie,Humor,3.84,5612,94,240,3.0
31353,The Rules to Break,Richard Templar,Self Help,3.69,641,94,187,1.0
31355,Jamming the Media,Gareth Branwyn,,3.61,18,94,353,6.0
31357,A Taste for Nightshade,Martine Bailey,Historical Fiction,3.78,468,94,464,5.0
31358,"Early Film Noir: Greed, Lust and Murder Hollywood Style",William Hare,Film,4.1,20,94,211,24.0
31359,Why We Make Things and Why It Matters: The Education of a Craftsman,Peter Korn,Nonfiction,3.72,999,94,176,11.0
31360,Waking Up: A Guide to Spirituality Without Religion,Sam Harris,Nonfiction,3.92,32660,94,256,6.0
31361,The Shrimp and the Anemone,LP Hartley,Fiction,3.78,286,94,190,1.0
31362,Obsessive-Compulsive Disorders: A Complete Guide to Getting Well and Staying Well,Fred Penzel,Nonfiction,4.08,36,94,448,8.0
31370,A Chain of Thunder,Jeff Shaara,Historical Fiction,4.18,2812,94,562,2.0
31373,...and the man who loved cats,DM Samson,,5.0,8,94,268,11.0
31374,Women of the Dawn,Bunny McBride,History,4.01,101,94,152,10.0
31377,Eckankar: The Key to Secret Worlds,Paul Twitchell,,4.25,168,94,254,21.0
31378,A Hero For WondLa,Tony DiTerlizzi,Fantasy,4.26,4763,94,445,3.0
31379,Born of Ice,Sherrilyn Kenyon,Romance,4.3,15168,94,355,3.0
31384,Summer of Supernovas,Darcy Woods,Young Adult,3.85,1083,94,352,4.0
31385,JavaScript: The Definitive Guide,David Flanagan,Programming,4.04,2741,94,1032,3.0
31386,Blanco Sol,AH Holt,,4.26,214,94,182,9.0
31388,C# 3.0 Design Patterns: Use the Power of C# 3.0 to Solve Real-World Problems,Judith Bishop,Programming,3.57,91,94,290,3.0
31389,The Sisters,Robert Littell,Fiction,3.78,433,94,273,6.0
31392,The Story of the Champions of the Round Table,Howard Pyle,Classics,3.91,372,94,329,5.0
31393,The Mirror King,Jodi Meadows,Fantasy,4.06,6098,94,531,1.0
31395,Prince of Fools,Mark Lawrence,Fantasy,4.06,26515,94,355,8.0
31397,The Old Country,Mordicai Gerstein,Fantasy,3.85,496,94,144,5.0
31398,Dream Magic,Joshua Khan,Fantasy,4.3,583,94,352,6.0
31399,"Trump: Think Like a Billionaire: Everything You Need to Know About Success, Real Estate, and Life",Donald J,Business,3.65,1845,94,288,3.0
31401,Into the Blue,Robert Goddard,Mystery,3.96,2496,94,498,8.0
31402,"Wytches, Volume 1",Scott Snyder,Graphic Novels,3.81,13249,94,192,3.0
31403,The Rebel Angels,Robertson Davies,Fiction,4.06,4974,94,326,5.0
31405,"Soulless: The Manga, Vol. 2",Gail Carriger,Manga,4.24,2805,94,242,14.0
31406,The Fractured Life of Jimmy Dice,Ronan Ryan,,4.0,81,94,448,2.0
31411,Play of Light,Debra Doxer,New Adult,3.92,678,94,240,12.0
31412,Christy and Todd: The College Years,Robin Jones,Young Adult,4.66,1221,94,656,6.0
31414,The Grendel Affair,Lisa Shearin,Urban Fantasy,3.75,4074,94,292,0.0
31416,Resurrection,Treasure Hernandez,African American,4.53,435,94,186,11.0
31417,"Pumpkin Town! Or, Nothing Is Better and Worse Than Pumpkins",Katie McKy,Picture Books,3.79,420,94,32,6.0
31418,Decoding Bollywood: Stories of 15 Film Directors,Sonia Golani,Nonfiction,3.48,139,94,202,12.0
31419,The Death of the Gods,Dmitry Merezhkovsky,Historical Fiction,4.31,115,94,463,22.0
31420,Henry Miller: The Paris Years,Brassaï Timothy,Biography,4.14,344,94,240,5.0
31422,The Witch With No Name,Kim Harrison,Urban Fantasy,4.44,21938,94,462,3.0
31423,Daydreams on the Sherbet Shore,JD Estrada,,4.18,22,94,92,12.0
31427,The Man She Knew,Loree Lough,Romance,4.18,38,94,384,3.0
31429,Going to Meet the Man,James Baldwin,Short Stories,4.36,4803,94,249,13.0
31431,Lucca,Jens Christian,Fiction,3.5,317,94,336,5.0
31433,The Last Resort: A Memoir of Zimbabwe,Douglas Rogers,Africa,4.16,3035,94,320,7.0
31434,"Showcase Presents: Bat Lash, Vol. 1",Nick Cardy,Comics,3.89,66,94,240,8.0
31436,Supersymmetry and Beyond: From the Higgs Boson to the New Physics,Gordon L,Physics,4.14,28,94,197,5.0
31437,Big Machine,Victor LaValle,Fiction,3.36,3637,94,370,6.0
31438,"First, We Make the Beast Beautiful: A New Story About Anxiety",Sarah Wilson,Nonfiction,3.84,7718,94,320,15.0
31439,The Monster of Florence,Douglas Preston,True Crime,3.75,30037,94,322,3.0
31444,Snow in Summer,Jane Yolen,Fantasy,3.5,1908,94,256,4.0
31446,The Long Way Home,Louise Penny,Mystery,4.07,40844,94,373,6.0
31447,The Fight for Kidsboro,Marshal Younger,Christian,4.5,48,94,312,14.0
31449,Here Comes Trouble,Michael Moore,Nonfiction,4.0,3279,94,429,2.0
31451,The Family Hitchcock,Mark Levin,Mystery,3.44,109,94,288,6.0
31452,Helena the Horseriding Fairy,Daisy Meadows,Fantasy,3.92,715,94,80,1.0
31457,"Doctor Strange, Doctor Doom: Triumph and Torment",Roger Stern,Comics,4.1,896,94,80,78.0
31458,Love from Paris,Alexandra Potter,Chick Lit,3.98,1235,94,360,2.0
31459,Operation Einstein,Mark A,Historical Fiction,3.98,252,94,172,13.0
31461,SPQR: A History of Ancient Rome,Mary Beard,History,4.05,36107,94,608,11.0
31462,The River Goddess,Vijay Singh,,3.17,6,94,38,4.0
31463,The Force Unleashed,Sean Williams,Star Wars,3.76,3987,94,319,6.0
31466,Twilight,Peter James,Horror,3.88,1237,94,316,2.0
31469,Strapless: John Singer Sargent and the Fall of Madame X,Deborah Davis,Nonfiction,3.9,4605,94,262,6.0
31475,When She Was Wicked,Anne Barton,Historical Romance,3.79,895,94,379,1.0
31476,Plainwater: Essays and Poetry,Anne Carson,Poetry,4.29,2242,94,260,6.0
31479,Oath of Swords,David Weber,Fantasy,4.01,6665,94,481,2.0
31480,The Wicked,James Newman,Horror,3.92,628,94,299,7.0
31482,Beasts of Extraordinary Circumstance,Ruth Emmie,Fantasy,4.2,14165,94,346,22.0
31484,The Minstrel in the Tower,Gloria Skurzynski,Historical Fiction,3.8,732,94,64,5.0
31486,The Girl Nobody Wants - A Shocking True Story of Child Abuse in Ireland,Lily O'Brien,Nonfiction,4.03,1642,94,248,4.0
31487,Living in the Light: A Guide to Personal and Planetary Transformation,Shakti Gawain,Spirituality,4.04,4659,94,224,5.0
31493,Poems of Fernando Pessoa,Fernando Pessoa,Poetry,4.51,3316,94,240,6.0
31496,Walls Within Walls,Maureen Sherry,Mystery,3.96,2354,94,349,2.0
31497,Life After Life: Interviews With Twelve Murderers,Tony Parker,Nonfiction,4.05,44,94,194,7.0
31498,I Was a Teenage Popsicle,Bev Katz,Young Adult,3.55,188,94,256,11.0
31499,Not All Bastards Are From Vienna,Andrea Molesini,Historical Fiction,3.53,626,94,352,3.0
31500,Everything Here Is Beautiful,Mira T,Fiction,3.93,14789,94,242,4.0
31502,"The Legend of Zelda: Twilight Princess, Vol. 1",Akira Himekawa,Manga,4.3,1699,94,200,6.0
31505,"Paper Girls, Vol. 3",Brian K,Graphic Novels,4.08,15213,94,128,10.0
31506,The Complete Idiot's Guide to Hinduism,Linda Johnsen,Religion,3.88,294,94,432,3.0
31509,Prey,Stephen Cole,Young Adult,3.98,940,94,272,5.0
31510,I of the Vortex: From Neurons to Self,Rodolfo R,Neuroscience,4.15,221,94,302,11.0
31512,The Dark Portal,Robin Jarvis,Fantasy,3.81,2255,94,240,5.0
31514,Minecraft: Redstone Handbook,Nick Farwell,Childrens,4.39,4340,94,80,3.0
31515,A Reason To Kill,Donna Cummins,Thriller,4.48,44,94,312,6.0
31517,The Valkyries,Paulo Coelho,Fiction,3.31,22254,94,243,1.0
31518,Undone by the Duke,Michelle Willingham,Historical Romance,3.84,1567,94,329,9.0
31520,It's Always Something,Gilda Radner,Biography,4.08,8765,94,256,3.0
31521,Soft Apocalypse,Will McIntosh,Science Fiction,3.49,2438,94,256,6.0
31526,We're Going on a Bear Hunt,Michael Rosen,Picture Books,4.27,42078,94,40,5.0
31527,The Lunar Chronicles Box Set,Marissa Meyer,Fantasy,4.7,569,94,2977,171.0
31530,"Batman: Earth One, Volume 2",Geoff Johns,Graphic Novels,4.25,3918,94,158,7.0
31533,Adam Buenosayres: A Critical Edition,Leopoldo Marechal,Fiction,4.32,411,94,739,20.0
31534,Bomber,Paul Dowswell,Historical Fiction,3.97,59,94,304,0.0
31536,World of Warcraft: Ashbringer,Micky Neilson,Warcraft,4.15,1194,94,128,8.0
31537,Eartha,Cathy Malkasian,Graphic Novels,3.82,429,94,256,10.0
31546,Arguments for Socialism,Tony Benn,Politics,3.77,102,94,208,11.0
31549,Us Against You,Fredrik Backman,Fiction,4.33,78789,94,448,5.0
31550,A Son For Glory: Job Through New Eyes,ToJ Sumpter,Theology,4.38,71,94,197,15.0
31551,Capital,John Lanchester,Fiction,3.71,12516,94,528,3.0
31553,The Architect of Song,AG Howard,Fantasy,4.06,1390,94,431,7.0
31555,Beren and Lúthien,JRR Tolkien,Fantasy,3.98,8755,94,288,9.0
31556,S.T.A.G.S,MA Bennett,Young Adult,3.51,4971,94,290,1.0
31557,The Wrong Side of Goodbye,Michael Connelly,Mystery,4.33,56869,94,388,3.0
31559,To Catch an Heiress,Julia Quinn,Historical Romance,3.89,13180,94,377,4.0
31560,The Sins of the Father,Jeffrey Archer,Fiction,4.07,51620,94,352,1.0
31561,The Unbeatable Squirrel Girl Beats Up the Marvel Universe,Ryan North,Comics,4.19,2438,94,120,7.0
31562,The Box Man,Kōbō Abe,Fiction,3.65,4326,94,178,12.0
31564,The Neutronium Alchemist 2: Conflict,Peter F,Science Fiction,4.34,3492,94,592,2.0
31565,E-Squared: Nine Do-It-Yourself Energy Experiments That Prove Your Thoughts Create Your Reality,Pam Grout,Nonfiction,3.91,8377,94,163,5.0
31566,"The Elements of Ritual: Air, Fire, Water & Earth in the Wiccan Circle",Deborah Lipp,Wicca,4.2,661,94,288,20.0
31570,"A River Runs Again: India's Natural World in Crisis, from the Barren Cliffs of Rajasthan to the Farmlands of Karnataka",Meera Subramanian,India,4.48,82,94,352,5.0
31572,Schismatrix,Bruce Sterling,Science Fiction,3.9,1527,94,288,6.0
31576,Still Life with Tornado,AS King,Young Adult,3.83,6042,94,295,2.0
31577,Alone Yet Not Alone,Tracy Michele,Historical Fiction,4.12,1146,94,203,6.0
31581,Secondhand Memories,Takatsu (Goodreads,Manga,4.21,98,94,558,24.0
31583,How I Raised Myself From Failure to Success in Selling,Frank Bettger,Business,4.27,14222,94,192,1.0
31584,Hope: A Tragedy,Shalom Auslander,Fiction,3.38,5130,94,292,4.0
31588,A Rose for Melinda,Lurlene McDaniel,Young Adult,4.24,3287,94,208,3.0
31590,"Locke & Key, Vol. 6: Alpha & Omega",Joe Hill,Graphic Novels,4.48,25589,94,192,10.0
31591,How to Be Black,Baratunde R,Nonfiction,3.92,7458,94,254,12.0
31594,Dove Exiled,Karen Bao,Young Adult,3.64,297,94,336,5.0
31600,Defy the Stars,Claudia Gray,Science Fiction,4.03,9839,94,432,7.0
31601,Eve of Snows,L James,Fantasy,4.0,122,94,488,25.0
31605,The Day Christ Died,Jim Bishop,Religion,4.3,576,94,288,2.0
31610,Secrets She Kept,Cathy Gohlke,Historical Fiction,4.26,2721,94,416,2.0
31611,A Perfectly Good Man,Patrick Gale,Fiction,3.92,2749,94,405,8.0
31613,One Mississippi,Mark Childress,Fiction,3.7,4179,94,400,3.0
31614,The Master's Tools Will Never Dismantle the Master's House,Audre Lorde,Nonfiction,4.47,2376,94,64,3.0
31615,The Price Guide to the Occult,Leslye Walton,Fantasy,3.34,3881,94,272,3.0
31616,The Blackwell Companion to Natural Theology,William Lane,Philosophy,4.46,158,94,704,299.0
31618,Breaking Cat News: Cats Reporting on the News that Matters to Cats,Georgia Dunn,Graphic Novels,4.33,1181,94,128,8.0
31620,A Fever of the Blood,Oscar de,Mystery,3.89,1676,94,424,3.0
31626,Code of Honor,Alan Gratz,Young Adult,4.32,4606,94,288,5.0
31629,The Midwife of Hope River,Patricia Harman,Historical Fiction,4.01,14712,94,382,5.0
31631,The Dark Side of Love,Rafik Schami,Fiction,4.09,1018,94,853,5.0
31632,Officer Clemmons,François S,Memoir,4.02,691,94,288,17.0
31634,A Stranger in the House,Shari Lapena,Thriller,3.65,78542,94,305,7.0
31635,"Goodbye, Perfect",Sara Barnard,Contemporary,3.77,2416,94,300,1.0
31636,The Worst Witch and the Wishing Star,Jill Murphy,Fantasy,4.3,790,94,240,0.0
31638,Mad About the Boy,Helen Fielding,Chick Lit,3.36,46638,94,336,4.0
31650,The Accident,Linwood Barclay,Mystery,3.96,14685,94,386,3.0
31653,"Peach Girl, Vol. 1",Miwa Ueda,Manga,3.84,5298,94,184,6.0
31659,Jonny Appleseed,Joshua Whitehead,Fiction,4.19,2229,94,224,14.0
31662,The Chaos of Standing Still,Jessica Brody,Contemporary,3.89,5115,94,406,5.0
31668,Bible Doctrine: Essential Teachings of the Christian Faith,Wayne Grudem,Theology,4.33,836,94,528,7.0
31670,Spaceman of Bohemia,Jaroslav Kalfar,Science Fiction,3.83,3556,94,277,5.0
31671,The Terrible Two,Mac Barnett,Humor,4.12,8744,94,218,5.0
31676,"Fence, Vol. 1",CS Pacat,Graphic Novels,4.02,10175,94,112,7.0
31677,Sensitive,Allayne L,Contemporary,4.22,86,94,229,15.0
31680,The Rest of the Story,Sarah Dessen,Young Adult,4.07,19692,94,440,8.0
31684,Skeletons Don't Play Tubas,Debbie Dadey,Childrens,3.74,838,94,80,3.0
31687,Beyond the Knock Knock Door,Scott Monk,Fantasy,3.6,35,94,330,3.0
31690,Make Me,Lee Child,Thriller,3.98,59766,94,432,3.0
31692,Sick,Tom Leveen,Zombies,3.61,1210,94,288,4.0
